"No.","Time","Source","Destination","Protocol","Length","Info"
"3549","17.583677","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=581454 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3550","17.583677","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"3551","17.583780","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=10213 Ack=584334 Win=132352 Len=0"
"3552","17.584108","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=584334 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3553","17.584108","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=585774 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3554","17.584108","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=587214 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3555","17.584108","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=588654 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3556","17.584108","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=590094 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3557","17.584108","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=591534 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3558","17.584108","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=592974 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3559","17.584108","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=594414 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3560","17.584108","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=595854 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3561","17.584108","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=597294 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3562","17.584359","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"3563","17.584359","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=600174 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3564","17.584359","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=601614 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3565","17.584359","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=603054 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3566","17.584359","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=604494 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3567","17.584359","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=605934 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3568","17.584359","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=607374 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3569","17.584359","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=608814 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3570","17.584359","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=610254 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3571","17.584359","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=611694 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3572","17.584415","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=10213 Ack=613134 Win=132352 Len=0"
"3573","17.584591","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=613134 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3574","17.584591","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=614574 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3575","17.584591","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"3576","17.584591","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=617454 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3577","17.584591","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=618894 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3578","17.584591","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=620334 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3579","17.584591","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=621774 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3580","17.584591","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [PSH, ACK] Seq=623214 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3581","17.584591","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=624654 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3582","17.584591","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=626094 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3583","17.584898","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=627534 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3584","17.584898","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=628974 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3585","17.584898","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=630414 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3586","17.584898","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"3587","17.584898","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=633294 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3588","17.584898","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=634734 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3589","17.584898","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=636174 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3590","17.584898","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=637614 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3591","17.584898","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=639054 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3592","17.584898","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=640494 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3593","17.584959","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=10213 Ack=641934 Win=132352 Len=0"
"3594","17.585068","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=641934 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3595","17.585068","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=643374 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3596","17.585068","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=644814 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3597","17.585068","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=646254 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3598","17.585068","187.33.247.110","192.168.0.112","TCP","1366","443  >  57964 [ACK] Seq=647694 Ack=10213 Win=86016 Len=1312 [TCP segment of a reassembled PDU]"
"3599","17.585146","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=10213 Ack=649006 Win=132352 Len=0"
"3600","17.592788","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"3601","17.594308","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=650446 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3602","17.594308","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=651886 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3603","17.594308","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=653326 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3604","17.594308","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=654766 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3605","17.594308","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=656206 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3606","17.594308","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=657646 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3607","17.594308","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=659086 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3608","17.594308","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=660526 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3609","17.594680","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=10213 Ack=661966 Win=132352 Len=0"
"3610","17.604111","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=661966 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3611","17.604111","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=663406 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3612","17.604111","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"3613","17.604111","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=666286 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3614","17.604111","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=667726 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3615","17.604111","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=669166 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3616","17.604111","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=670606 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3617","17.604111","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=672046 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3618","17.604111","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=673486 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3619","17.604111","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=674926 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3620","17.604412","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=676366 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3621","17.604412","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=677806 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3622","17.604412","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=679246 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3623","17.604412","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"3624","17.604412","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=682126 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3625","17.604412","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=683566 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3626","17.604412","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=685006 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3627","17.604412","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=686446 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3628","17.604412","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=687886 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3629","17.604412","187.33.247.110","192.168.0.112","TCP","182","443  >  57964 [PSH, ACK] Seq=689326 Ack=10213 Win=86016 Len=128 [TCP segment of a reassembled PDU]"
"3630","17.604467","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=10213 Ack=689454 Win=431872 Len=0"
"3631","17.604651","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=689454 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3632","17.604651","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=690894 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3633","17.604651","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=692334 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3634","17.604651","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=693774 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3635","17.604651","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=695214 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3636","17.604651","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=696654 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3637","17.604651","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"3638","17.604651","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=699534 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3639","17.604651","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=700974 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3640","17.604651","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=702414 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3641","17.604685","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=10213 Ack=703854 Win=431872 Len=0"
"3642","17.604954","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=703854 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3643","17.604954","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=705294 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3644","17.604954","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=706734 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3645","17.604954","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=708174 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3646","17.604954","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=709614 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3647","17.604954","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=711054 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3648","17.604954","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=712494 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3649","17.604954","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"3650","17.606318","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=715374 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3651","17.606318","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=716814 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3652","17.606318","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=718254 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3653","17.606318","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=719694 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3654","17.606318","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=721134 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3655","17.606318","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=722574 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3656","17.606318","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=724014 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3657","17.606318","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=725454 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3658","17.606318","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=726894 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3659","17.606318","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=728334 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3660","17.606492","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=10213 Ack=729774 Win=431872 Len=0"
"3661","17.607641","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"3662","17.607641","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=731214 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3663","17.607641","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=732654 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3664","17.607641","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=734094 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3665","17.607641","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=735534 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3666","17.607641","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=736974 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3667","17.607641","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=738414 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3668","17.607641","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=739854 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3669","17.607641","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=741294 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3670","17.607641","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=742734 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
"3671","17.608107","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=744174 Ack=10213 Win=86016 Len=1440 [TCP segment of a reassembled PDU]"
